EmpID,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
367,36-45,Yes,Travel_Rarely,1141,Research & Development,11,Medical,1033,Female,Healthcare Representative,2,Married,14382,No,15,3,1,1,0
368,36-45,No,Travel_Rarely,124,Research & Development,3,Other,1062,Female,Healthcare Representative,2,Single,13848,No,15,3,2,4,0
369,36-45,No,Travel_Rarely,309,Sales,10,Life Sciences,1105,Female,Sales Executive,4,Divorced,24223,Yes,14,3,3,1,0
370,36-45,No,Travel_Rarely,367,Research & Development,25,Medical,1161,Female,Healthcare Representative,4,Divorced,17171,No,13,3,3,6,1
371,36-45,No,Travel_Rarely,977,Research & Development,1,Life Sciences,1196,Female,Manufacturing Director,4,Married,9961,No,13,3,2,14,3
372,36-45,No,Travel_Rarely,1439,Research & Development,4,Life Sciences,1394,Male,Research Scientist,3,Married,5182,Yes,15,3,3,6,1
373,36-45,No,Travel_Rarely,1462,Research & Development,11,Medical,1411,Female,Laboratory Technician,3,Single,19106,No,18,3,3,3,0
374,36-45,No,Non-Travel,1413,Research & Development,5,Technical Degree,1440,Male,Laboratory Technician,3,Single,25470,No,14,3,1,6,1
375,36-45,No,Travel_Rarely,674,Research & Development,13,Medical,1543,Male,Research Scientist,4,Married,3031,No,17,3,3,10,3
376,36-45,No,Travel_Rarely,671,Research & Development,19,Life Sciences,1631,Male,Manufacturing Director,3,Married,26493,No,17,3,2,4,0
377,36-45,No,Travel_Rarely,1470,Research & Development,10,Medical,1640,Female,Research Scientist,2,Married,9953,No,11,3,1,8,7
378,36-45,No,Travel_Frequently,1278,Sales,1,Medical,1700,Male,Sales Executive,4,Divorced,7677,No,14,3,2,6,1
379,36-45,No,Travel_Rarely,589,Sales,9,Marketing,1787,Male,Sales Executive,2,Married,8800,No,14,3,3,5,0
380,36-45,No,Travel_Rarely,1239,Human Resources,8,Other,1794,Male,Human Resources,2,Divorced,12832,No,13,3,2,10,4
381,36-45,Yes,Travel_Rarely,370,Research & Development,10,Medical,1809,Male,Manufacturing Director,1,Single,4992,No,15,3,1,10,0
382,36-45,No,Travel_Rarely,783,Research & Development,7,Medical,1885,Male,Research Scientist,1,Married,13588,Yes,22,4,3,5,0
383,36-45,No,Travel_Rarely,161,Research & Development,10,Life Sciences,2017,Female,Research Director,4,Married,15471,Yes,25,4,3,16,6
384,36-45,No,Travel_Frequently,216,Research & Development,23,Life Sciences,12,Male,Manufacturing Director,3,Single,8787,No,21,4,3,9,1
385,36-45,No,Travel_Rarely,371,Research & Development,2,Life Sciences,24,Male,Research Scientist,4,Single,4306,Yes,11,3,3,3,1
386,36-45,No,Travel_Frequently,653,Research & Development,29,Life Sciences,79,Female,Laboratory Technician,4,Single,5456,No,11,3,3,10,9
387,36-45,No,Non-Travel,573,Research & Development,6,Medical,107,Female,Research Scientist,4,Divorced,15717,Yes,12,3,3,13,1
388,36-45,No,Travel_Rarely,364,Research & Development,3,Technical Degree,193,Female,Research Scientist,3,Single,2302,Yes,20,4,3,3,2
389,36-45,No,Travel_Rarely,702,Sales,1,Life Sciences,230,Female,Sales Executive,4,Single,12930,No,22,4,4,8,0
390,36-45,No,Travel_Rarely,1380,Research & Development,9,Life Sciences,245,Female,Laboratory Technician,4,Single,6319,No,12,3,3,2,2
391,36-45,No,Travel_Rarely,1261,Research & Development,2,Life Sciences,271,Male,Manufacturing Director,3,Married,7259,No,14,3,3,1,0
392,36-45,No,Travel_Rarely,1084,Research & Development,29,Technical Degree,273,Male,Manufacturing Director,4,Married,4185,No,18,3,1,7,1
393,36-45,Yes,Travel_Rarely,1180,Research & Development,29,Medical,282,Male,Healthcare Representative,1,Married,11354,Yes,19,3,3,1,0
394,36-45,No,Travel_Rarely,119,Sales,3,Life Sciences,307,Male,Sales Executive,3,Divorced,9647,No,12,3,2,16,5
395,36-45,No,Non-Travel,1327,Sales,2,Life Sciences,361,Male,Sales Executive,4,Married,19682,No,18,3,3,8,7
396,36-45,No,Travel_Rarely,322,Sales,7,Medical,382,Female,Sales Executive,1,Divorced,19191,Yes,24,4,3,8,7
397,36-45,No,Travel_Rarely,688,Research & Development,23,Life Sciences,393,Male,Healthcare Representative,4,Divorced,18899,No,14,3,3,2,1
398,36-45,No,Travel_Rarely,849,Research & Development,25,Life Sciences,421,Female,Research Director,2,Married,26707,No,17,3,3,10,0
399,36-45,No,Travel_Rarely,343,Research & Development,15,Life Sciences,461,Male,Research Director,4,Divorced,15682,Yes,14,3,3,11,2
400,36-45,No,Travel_Frequently,1490,Research & Development,2,Life Sciences,556,Male,Laboratory Technician,4,Married,12106,Yes,23,4,3,1,0
401,36-45,No,Travel_Rarely,1495,Research & Development,10,Medical,634,Female,Healthcare Representative,3,Married,22174,No,19,3,3,1,0
402,36-45,No,Travel_Rarely,362,Research & Development,1,Life Sciences,662,Female,Research Scientist,1,Single,14561,No,17,3,2,0,0
403,36-45,No,Travel_Rarely,243,Sales,7,Marketing,709,Female,Sales Executive,4,Single,7791,No,20,4,3,7,0
404,36-45,No,Travel_Rarely,827,Research & Development,1,Life Sciences,724,Female,Healthcare Representative,4,Single,19383,No,13,3,2,9,1
405,36-45,No,Travel_Rarely,168,Research & Development,1,Life Sciences,743,Female,Manufacturing Director,3,Single,15397,Yes,14,3,4,1,0
406,36-45,No,Travel_Rarely,268,Research & Development,2,Medical,773,Male,Research Scientist,3,Married,20471,Yes,13,3,1,1,0
407,36-45,No,Travel_Frequently,240,Research & Development,2,Life Sciences,803,Female,Manufacturing Director,1,Single,26085,Yes,12,3,3,15,4
408,36-45,No,Travel_Frequently,471,Research & Development,12,Life Sciences,837,Male,Healthcare Representative,1,Divorced,4284,No,15,3,2,4,1
409,36-45,No,Travel_Rarely,395,Sales,9,Marketing,893,Male,Sales Representative,2,Married,12102,No,19,3,3,2,1
410,36-45,No,Travel_Rarely,1333,Research & Development,1,Technical Degree,950,Female,Research Director,1,Married,16292,No,13,3,3,15,5
411,36-45,No,Non-Travel,152,Sales,10,Technical Degree,983,Female,Sales Executive,4,Single,19899,Yes,13,3,3,5,1
412,36-45,No,Travel_Frequently,1391,Research & Development,10,Medical,1006,Male,Research Scientist,3,Married,12127,No,17,3,2,2,0
413,36-45,No,Travel_Rarely,1035,Sales,3,Life Sciences,1036,Male,Sales Executive,4,Single,4981,Yes,12,3,3,1,0
414,36-45,No,Travel_Frequently,1186,Research & Development,3,Other,1060,Male,Research Scientist,3,Married,2997,No,16,3,3,2,2
415,36-45,No,Travel_Rarely,330,Research & Development,17,Life Sciences,1088,Female,Healthcare Representative,3,Married,24608,No,18,3,2,19,1
416,36-45,No,Travel_Rarely,770,Sales,10,Marketing,1119,Male,Sales Executive,3,Divorced,5569,Yes,14,3,3,8,2
417,36-45,No,Travel_Rarely,130,Sales,2,Marketing,1125,Male,Sales Executive,2,Single,20619,No,16,3,3,1,0
418,36-45,No,Travel_Rarely,433,Human Resources,1,Human Resources,1152,Male,Human Resources,3,Married,6004,No,13,3,4,7,5
419,36-45,No,Travel_Rarely,1009,Sales,2,Life Sciences,1355,Female,Sales Executive,1,Divorced,19461,No,15,3,3,7,1
420,36-45,No,Travel_Frequently,693,Research & Development,7,Life Sciences,1382,Male,Research Scientist,3,Divorced,15748,No,11,3,3,4,0
421,36-45,No,Travel_Frequently,888,Human Resources,10,Human Resources,1563,Male,Human Resources,3,Married,14814,No,11,3,3,6,1
422,36-45,Yes,Travel_Rarely,903,Research & Development,2,Medical,1573,Male,Manufacturing Director,2,Married,7653,No,11,3,3,5,1
423,36-45,No,Travel_Rarely,1245,Sales,14,Life Sciences,1582,Male,Sales Executive,2,Married,12355,No,11,3,3,9,7
424,36-45,No,Travel_Rarely,437,Sales,16,Life Sciences,1583,Female,Sales Executive,2,Single,16379,No,12,3,4,3,1
425,36-45,No,Travel_Rarely,397,Research & Development,2,Medical,1638,Female,Manufacturing Director,3,Married,14199,Yes,19,3,4,5,0
426,36-45,No,Travel_Frequently,1189,Research & Development,1,Life Sciences,1668,Male,Research Scientist,4,Married,9867,No,15,3,4,13,2
427,36-45,No,Travel_Frequently,148,Research & Development,2,Medical,1675,Female,Laboratory Technician,2,Single,23826,No,22,4,3,4,3
428,36-45,No,Travel_Rarely,1495,Research & Development,4,Medical,1687,Female,Laboratory Technician,3,Married,26176,No,19,3,2,0,0
429,36-45,No,Travel_Frequently,594,Research & Development,2,Medical,1760,Female,Laboratory Technician,2,Married,15963,No,14,3,2,6,0
430,36-45,No,Travel_Rarely,833,Research & Development,18,Medical,1766,Male,Healthcare Representative,4,Married,24539,Yes,16,3,3,1,1
431,36-45,No,Travel_Rarely,1153,Research & Development,6,Other,1782,Female,Laboratory Technician,3,Married,16376,No,11,3,3,5,0
432,36-45,No,Non-Travel,1336,Human Resources,2,Human Resources,1805,Male,Human Resources,2,Divorced,7129,No,13,3,3,11,3
433,36-45,No,Travel_Rarely,723,Sales,2,Marketing,1835,Female,Sales Representative,4,Married,4244,Yes,20,4,2,4,0
434,36-45,No,Travel_Frequently,1394,Research & Development,8,Medical,1937,Female,Research Scientist,2,Divorced,18115,Yes,16,3,3,20,0
435,36-45,No,Travel_Rarely,1206,Research & Development,9,Life Sciences,1940,Male,Research Scientist,4,Divorced,14293,No,19,3,4,5,0
436,36-45,No,Travel_Rarely,1404,Sales,1,Life Sciences,1961,Male,Sales Representative,1,Single,11473,No,14,3,2,1,0
437,36-45,No,Travel_Frequently,1444,Human Resources,1,Other,1972,Male,Human Resources,2,Married,5224,Yes,11,3,3,6,1
438,36-45,No,Travel_Rarely,1321,Sales,1,Life Sciences,1995,Male,Sales Executive,2,Married,7636,No,15,3,3,15,5
439,36-45,No,Travel_Frequently,508,Research & Development,6,Life Sciences,1997,Male,Manufacturing Director,3,Married,14284,No,11,3,3,8,7
440,36-45,No,Travel_Rarely,201,Research & Development,10,Medical,2015,Female,Research Director,3,Married,3376,No,12,3,3,18,1
441,36-45,No,TravelRarely,345,Sales,10,Life Sciences,2041,Female,Sales Executive,4,Married,5982,No,11,3,3,10,1
442,36-45,Yes,Travel_Rarely,895,Sales,5,Technical Degree,42,Male,Sales Representative,4,Married,3335,No,14,3,4,1,0
443,36-45,No,Travel_Rarely,1329,Sales,4,Life Sciences,182,Female,Sales Executive,3,Married,14590,No,14,3,4,15,5
444,36-45,No,Travel_Rarely,1431,Research & Development,1,Medical,332,Female,Laboratory Technician,3,Divorced,15417,No,14,3,3,3,1
445,36-45,No,Travel_Frequently,505,Research & Development,2,Technical Degree,343,Female,Healthcare Representative,3,Single,6420,No,25,4,3,19,11
446,36-45,No,Travel_Rarely,1132,Research & Development,1,Medical,417,Male,Healthcare Representative,4,Divorced,10942,No,17,3,2,18,3
447,36-45,No,Travel_Rarely,117,Research & Development,10,Medical,429,Male,Manager,1,Married,5355,Yes,14,3,3,21,11
448,36-45,No,Travel_Frequently,672,Research & Development,7,Medical,444,Male,Manager,4,Married,21141,No,15,3,3,21,13
449,36-45,Yes,Travel_Rarely,1162,Sales,3,Medical,445,Female,Sales Executive,3,Married,17778,Yes,18,3,2,1,0
450,36-45,No,Travel_Frequently,1218,Research & Development,1,Life Sciences,531,Male,Manager,3,Divorced,8213,Yes,14,3,3,21,1
451,36-45,No,Travel_Frequently,443,Research & Development,8,Life Sciences,602,Female,Laboratory Technician,3,Married,17872,No,11,3,3,8,0
452,36-45,No,Travel_Rarely,408,Research & Development,2,Technical Degree,721,Female,Healthcare Representative,3,Single,20978,No,11,3,3,20,11
453,36-45,No,Travel_Rarely,141,Human Resources,3,Human Resources,760,Female,Human Resources,2,Married,18767,No,15,3,1,8,3
454,36-45,No,Travel_Rarely,1383,Human Resources,2,Life Sciences,909,Female,Human Resources,4,Married,7790,No,11,3,3,5,0
455,36-45,Yes,Travel_Rarely,1122,Research & Development,6,Medical,932,Male,Laboratory Technician,1,Married,4303,Yes,21,4,1,2,2
456,36-45,No,Travel_Rarely,903,Sales,2,Life Sciences,985,Male,Sales Executive,3,Single,2560,No,18,3,3,8,0
457,36-45,No,Travel_Rarely,466,Research & Development,1,Life Sciences,1026,Female,Manufacturing Director,4,Married,7060,No,16,3,3,21,11
458,36-45,No,Travel_Frequently,945,Research & Development,22,Medical,1043,Female,Manufacturing Director,1,Single,5083,Yes,13,3,3,21,2
459,36-45,Yes,Travel_Frequently,203,Research & Development,2,Life Sciences,1127,Male,Healthcare Representative,4,Divorced,13547,No,11,3,3,18,11
460,36-45,No,Non-Travel,439,Research & Development,9,Life Sciences,1132,Male,Laboratory Technician,2,Single,8770,No,15,3,2,5,0
461,36-45,No,Travel_Rarely,412,Research & Development,13,Medical,1307,Female,Manager,2,Divorced,17334,Yes,13,3,3,19,15
462,36-45,Yes,Travel_Rarely,360,Research & Development,23,Medical,1310,Male,Research Scientist,1,Single,22154,No,13,3,3,5,0
463,36-45,No,Travel_Rarely,524,Research & Development,18,Life Sciences,1322,Male,Manufacturing Director,3,Single,13352,No,11,3,3,8,1
464,36-45,No,Travel_Rarely,1498,Sales,21,Life Sciences,1390,Male,Sales Executive,4,Married,3567,Yes,12,3,4,5,1
465,36-45,No,Non-Travel,1485,Research & Development,25,Life Sciences,1397,Male,Healthcare Representative,3,Married,3449,No,21,4,3,6,0
466,36-45,Yes,Non-Travel,592,Research & Development,2,Life Sciences,1458,Female,Laboratory Technician,1,Single,17181,Yes,23,4,4,1,0
467,36-45,No,Travel_Rarely,1089,Research & Development,6,Life Sciences,1525,Female,Manufacturing Director,2,Single,9150,No,18,3,3,2,2
468,36-45,No,Travel_Rarely,1462,Sales,6,Medical,1588,Male,Sales Executive,3,Married,4658,No,11,3,3,7,7
469,36-45,No,Travel_Rarely,1387,Research & Development,10,Medical,1618,Male,Manufacturing Director,1,Married,3835,No,13,3,3,7,7
470,36-45,No,Travel_Rarely,170,Research & Development,3,Medical,1627,Male,Laboratory Technician,3,Divorced,10302,No,15,3,3,10,0
471,36-45,No,Travel_Frequently,711,Research & Development,4,Medical,1633,Female,Manufacturing Director,3,Single,3140,No,13,3,1,9,3
472,36-45,No,Travel_Rarely,492,Research & Development,12,Medical,1654,Male,Manufacturing Director,2,Married,7693,No,21,4,3,5,1
473,36-45,No,Non-Travel,792,Research & Development,1,Life Sciences,1737,Male,Laboratory Technician,4,Married,8989,Yes,15,3,3,9,5
474,36-45,No,Travel_Rarely,1253,Research & Development,10,Medical,1800,Male,Research Director,3,Single,7914,No,21,4,3,4,2
475,36-45,No,Travel_Frequently,766,Sales,20,Life Sciences,1812,Male,Sales Executive,4,Divorced,19188,No,18,3,3,2,2
476,36-45,No,Travel_Rarely,835,Research & Development,19,Other,1871,Male,Research Scientist,4,Divorced,5141,No,14,3,3,2,2
477,36-45,No,Non-Travel,1251,Sales,21,Life Sciences,1929,Female,Sales Executive,3,Married,3987,No,19,3,3,3,1
478,36-45,No,Travel_Rarely,867,Research & Development,9,Medical,1936,Male,Manufacturing Director,1,Married,12315,No,25,4,3,10,7
479,36-45,No,Travel_Rarely,119,Sales,15,Marketing,1975,Male,Sales Executive,1,Single,25098,No,12,3,3,20,11
480,36-45,No,Travel_Rarely,116,Research & Development,24,Life Sciences,2014,Male,Research Scientist,4,Single,5340,No,13,3,3,7,1
481,36-45,No,Non-Travel,105,Research & Development,9,Life Sciences,2022,Male,Manager,4,Single,15302,No,13,3,2,6,1
482,36-45,No,Travel_Rarely,722,Sales,24,Marketing,2056,Female,Sales Executive,4,Married,8828,No,11,3,2,20,9
483,36-45,No,Travel_Rarely,613,Research & Development,6,Medical,2062,Male,Healthcare Representative,1,Married,21457,No,15,3,3,7,1
484,36-45,No,Travel_Rarely,722,Sales,24,Marketing,2056,Female,Sales Executive,4,Married,8828,No,11,3,2,20,9
485,36-45,No,Travel_Rarely,613,Research & Development,6,Medical,2062,Male,Healthcare Representative,1,Married,21457,No,15,3,3,7,1
486,36-45,No,Travel_Frequently,530,Research & Development,1,Life Sciences,119,Male,Healthcare Representative,2,Married,14115,No,22,4,2,22,11
487,36-45,No,Travel_Frequently,1395,Research & Development,26,Medical,202,Female,Research Scientist,2,Divorced,8504,No,11,3,3,20,2
488,36-45,No,Travel_Rarely,630,Sales,4,Marketing,215,Male,Sales Executive,4,Married,8552,No,11,3,2,12,2
489,36-45,No,Travel_Rarely,989,Research & Development,4,Medical,253,Female,Manager,3,Married,6499,No,14,3,3,20,9
490,36-45,No,Travel_Rarely,905,Research & Development,19,Medical,281,Male,Laboratory Technician,4,Married,16523,Yes,15,3,4,7,3
491,36-45,No,Non-Travel,1151,Research & Development,9,Life Sciences,287,Male,Healthcare Representative,4,Married,14242,No,14,3,1,3,0
492,36-45,No,Travel_Rarely,1300,Research & Development,24,Technical Degree,335,Male,Research Scientist,4,Divorced,24447,No,17,3,3,9,4
493,36-45,No,Travel_Rarely,1416,Research & Development,2,Medical,352,Male,Research Director,3,Divorced,5949,No,19,3,3,21,3
494,36-45,No,Travel_Rarely,1124,Sales,1,Medical,453,Male,Sales Executive,4,Married,13273,Yes,22,4,2,4,0
495,36-45,No,Travel_Rarely,1171,Research & Development,10,Life Sciences,483,Female,Laboratory Technician,3,Married,22495,Yes,13,3,3,7,1
496,36-45,Yes,Travel_Rarely,575,Sales,22,Marketing,492,Male,Sales Executive,3,Married,6110,Yes,12,3,3,6,1
497,36-45,No,Travel_Rarely,759,Sales,2,Marketing,516,Female,Sales Executive,2,Divorced,22553,No,12,3,3,5,1
498,36-45,No,Travel_Rarely,555,Research & Development,2,Medical,521,Female,Laboratory Technician,3,Married,13436,No,22,4,3,1,0
499,36-45,No,Travel_Rarely,1398,Sales,2,Life Sciences,558,Female,Manager,3,Married,13022,No,14,3,3,20,1
500,36-45,No,Travel_Rarely,302,Research & Development,6,Life Sciences,601,Female,Manufacturing Director,3,Single,20364,No,15,3,3,20,5
501,36-45,No,Non-Travel,1094,Sales,28,Other,615,Male,Sales Executive,1,Divorced,11373,No,15,3,3,1,0
502,36-45,No,Travel_Frequently,580,Sales,5,Life Sciences,729,Male,Sales Executive,1,Married,23772,Yes,21,4,3,18,1
503,36-45,No,Travel_Rarely,804,Research & Development,2,Medical,763,Female,Research Scientist,4,Single,22929,Yes,20,4,2,4,2
504,36-45,No,Travel_Frequently,791,Research & Development,2,Medical,807,Female,Healthcare Representative,2,Married,9931,No,24,4,3,8,3
505,36-45,No,Travel_Frequently,720,Research & Development,16,Medical,832,Male,Laboratory Technician,3,Single,11983,No,14,3,3,1,0
506,36-45,No,Travel_Rarely,658,Sales,10,Marketing,954,Male,Sales Executive,2,Divorced,20652,No,12,3,2,1,0
507,36-45,No,Travel_Frequently,1469,Research & Development,9,Medical,964,Male,Research Scientist,2,Divorced,25063,Yes,14,3,3,1,0
508,36-45,Yes,Non-Travel,1479,Sales,24,Life Sciences,986,Female,Sales Executive,2,Single,17071,Yes,16,3,2,1,0
509,36-45,No,Travel_Rarely,300,Sales,26,Marketing,1066,Male,Sales Executive,1,Married,22217,No,14,3,2,7,7
510,36-45,No,Travel_Rarely,1492,Research & Development,20,Technical Degree,1092,Male,Healthcare Representative,4,Married,26542,No,20,4,3,11,11
511,36-45,No,Travel_Rarely,1308,Research & Development,14,Medical,1128,Male,Research Director,3,Single,17544,No,14,3,4,20,4
512,36-45,No,Travel_Frequently,593,Research & Development,9,Medical,1166,Female,Research Director,3,Single,13782,No,17,3,2,18,2
513,36-45,No,Travel_Frequently,902,Research & Development,26,Medical,1180,Female,Research Scientist,4,Married,21203,Yes,13,3,1,1,0
514,36-45,No,Travel_Frequently,1184,Sales,2,Medical,1212,Male,Sales Executive,2,Married,25440,No,12,3,3,0,0
515,36-45,No,Travel_Rarely,107,Sales,10,Technical Degree,1239,Female,Sales Executive,2,Divorced,11591,No,12,3,4,5,1
516,36-45,Yes,Travel_Rarely,299,Sales,25,Marketing,1318,Male,Sales Executive,2,Single,17235,Yes,12,3,3,5,1
517,36-45,No,Non-Travel,458,Research & Development,16,Life Sciences,1340,Male,Research Scientist,3,Divorced,8532,No,16,3,3,4,0
518,36-45,No,Travel_Rarely,523,Research & Development,2,Life Sciences,1346,Male,Research Scientist,4,Single,22455,No,13,3,3,9,8
519,36-45,No,Travel_Rarely,329,Research & Development,1,Life Sciences,1361,Male,Laboratory Technician,2,Married,6762,No,22,4,3,4,0
520,36-45,No,Travel_Rarely,1202,Research & Development,2,Medical,1375,Female,Healthcare Representative,3,Divorced,13888,No,20,4,3,12,11
521,36-45,No,Non-Travel,663,Research & Development,9,Other,1449,Male,Laboratory Technician,3,Divorced,23099,No,11,3,4,8,0
522,36-45,No,Non-Travel,218,Research & Development,8,Medical,1468,Male,Research Director,2,Divorced,25178,No,11,3,3,9,4
523,36-45,No,Travel_Rarely,896,Research & Development,2,Medical,1474,Male,Research Scientist,3,Divorced,8045,No,14,3,4,3,1
524,36-45,Yes,Travel_Rarely,676,Research & Development,9,Life Sciences,1534,Male,Laboratory Technician,1,Single,21831,No,14,3,1,5,1
525,36-45,No,Travel_Rarely,1342,Sales,9,Medical,1548,Male,Sales Executive,1,Married,19345,No,12,3,4,8,7
526,36-45,No,Travel_Rarely,898,Human Resources,6,Medical,1550,Male,Manager,4,Single,17381,Yes,21,4,3,21,7
527,36-45,No,Non-Travel,1142,Research & Development,8,Life Sciences,1552,Male,Healthcare Representative,4,Divorced,8841,Yes,18,3,3,2,2
528,36-45,No,Travel_Rarely,118,Sales,14,Life Sciences,1598,Female,Sales Executive,1,Married,11262,No,15,3,3,5,1
529,36-45,No,Travel_Rarely,884,Research & Development,15,Life Sciences,1628,Female,Manufacturing Director,3,Married,25800,No,13,3,3,18,14
530,36-45,No,Travel_Rarely,448,Research & Development,16,Life Sciences,1641,Female,Manufacturing Director,4,Single,19948,Yes,15,3,2,4,3
531,36-45,Yes,Travel_Rarely,1329,Research & Development,7,Life Sciences,1649,Male,Laboratory Technician,1,Single,3339,Yes,14,3,1,4,0
532,36-45,No,Travel_Rarely,369,Research & Development,8,Life Sciences,1724,Female,Manufacturing Director,1,Married,5041,Yes,16,3,3,1,0
533,36-45,No,Travel_Rarely,611,Sales,7,Medical,1740,Male,Manager,2,Single,4349,No,14,3,2,21,12
534,36-45,No,Travel_Rarely,616,Research & Development,2,Life Sciences,1802,Female,Laboratory Technician,1,Married,25605,No,17,3,2,4,0
535,36-45,No,Travel_Rarely,1194,Research & Development,1,Life Sciences,1822,Female,Healthcare Representative,4,Divorced,9060,No,17,3,3,5,0
536,36-45,No,Travel_Rarely,750,Research & Development,12,Life Sciences,1829,Female,Healthcare Representative,1,Divorced,10748,No,12,3,3,7,7
537,36-45,No,Travel_Rarely,1137,Research & Development,1,Life Sciences,1892,Male,Manager,1,Divorced,18991,No,11,3,3,19,11
538,36-45,No,Travel_Frequently,692,Research & Development,11,Technical Degree,1985,Female,Laboratory Technician,3,Married,26849,No,11,3,4,10,9
539,36-45,No,Travel_Rarely,444,Sales,2,Marketing,1986,Female,Sales Executive,2,Married,4258,No,14,3,3,11,5
540,36-45,No,Travel_Rarely,543,Research & Development,1,Life Sciences,2012,Male,Laboratory Technician,4,Married,4060,No,19,3,2,1,0
541,36-45,No,Travel_Rarely,1322,Research & Development,2,Life Sciences,2048,Male,Research Scientist,3,Single,2725,No,14,3,3,2,2
542,36-45,No,Travel_Rarely,1194,Research & Development,2,Medical,2051,Female,Research Scientist,3,Married,12549,No,14,3,3,5,0
543,36-45,Yes,Travel_Rarely,1102,Sales,1,Life Sciences,1,Female,Sales Executive,4,Single,19479,Yes,11,3,1,6,0
544,36-45,Yes,Travel_Rarely,1360,Research & Development,12,Technical Degree,58,Female,Research Director,3,Married,16280,No,12,3,3,22,15
545,36-45,No,Travel_Rarely,802,Sales,9,Life Sciences,176,Male,Sales Executive,3,Divorced,21196,Yes,13,3,3,9,0
546,36-45,No,Travel_Frequently,857,Research & Development,10,Life Sciences,199,Male,Manager,1,Divorced,12888,No,13,3,2,7,7
547,36-45,No,Travel_Rarely,933,Research & Development,9,Life Sciences,200,Male,Laboratory Technician,1,Married,6961,No,21,4,3,5,1
548,36-45,No,Travel_Rarely,465,Research & Development,14,Life Sciences,227,Male,Research Scientist,3,Divorced,4609,No,12,3,3,9,1
549,36-45,Yes,Travel_Rarely,1356,Sales,20,Marketing,248,Female,Sales Representative,2,Single,21728,Yes,22,4,2,4,0
550,36-45,No,Travel_Rarely,896,Sales,6,Life Sciences,298,Female,Manager,4,Single,14674,Yes,18,3,3,1,0
551,36-45,No,Travel_Rarely,1411,Research & Development,19,Life Sciences,334,Male,Research Scientist,1,Divorced,19877,No,16,3,2,1,0
552,36-45,No,Travel_Rarely,334,Sales,2,Life Sciences,410,Male,Manager,2,Single,15896,No,19,3,3,22,0
553,36-45,No,Travel_Rarely,483,Research & Development,6,Medical,466,Male,Manufacturing Director,2,Single,10110,Yes,15,3,3,5,1
554,36-45,Yes,Travel_Frequently,143,Sales,4,Marketing,488,Male,Sales Executive,2,Single,9558,No,18,3,3,8,7
555,36-45,No,Travel_Rarely,645,Sales,1,Marketing,534,Male,Sales Executive,1,Married,19566,No,16,3,3,10,0
556,36-45,No,Non-Travel,267,Sales,10,Life Sciences,599,Male,Sales Executive,4,Single,13430,No,14,3,3,14,1
557,36-45,No,Non-Travel,509,Research & Development,2,Other,616,Female,Healthcare Representative,3,Single,2112,Yes,17,3,3,8,0
558,36-45,No,Travel_Rarely,1276,Sales,2,Life Sciences,625,Female,Manager,1,Married,5626,No,16,3,3,18,11
559,36-45,No,Travel_Rarely,427,Human Resources,10,Human Resources,731,Male,Manager,4,Divorced,8861,No,15,3,2,21,12
560,36-45,No,Travel_Rarely,314,Human Resources,1,Human Resources,734,Male,Manager,3,Married,19562,No,12,3,3,22,2
561,36-45,Yes,Travel_Rarely,1085,Research & Development,2,Life Sciences,927,Female,Laboratory Technician,4,Divorced,17725,Yes,13,3,2,7,1
562,36-45,No,Travel_Rarely,263,Research & Development,6,Medical,957,Male,Laboratory Technician,1,Single,3119,Yes,13,3,3,18,2
563,36-45,No,Travel_Frequently,840,Research & Development,9,Medical,999,Male,Research Director,3,Divorced,3735,No,17,3,4,18,0
564,36-45,No,Travel_Rarely,549,Research & Development,7,Medical,1025,Female,Manufacturing Director,3,Single,23371,No,14,3,3,2,2
565,36-45,No,Non-Travel,247,Research & Development,7,Life Sciences,1035,Female,Research Director,3,Divorced,20284,No,22,4,3,21,5
566,36-45,No,Travel_Rarely,509,Research & Development,7,Technical Degree,1085,Female,Research Scientist,3,Married,18863,No,13,3,3,10,0
567,36-45,No,Travel_Rarely,167,Research & Development,12,Life Sciences,1158,Male,Laboratory Technician,4,Married,9051,Yes,11,3,3,1,0
568,36-45,Yes,Non-Travel,906,Research & Development,5,Life Sciences,1210,Male,Research Scientist,1,Divorced,20293,No,17,3,1,1,0
569,36-45,No,Non-Travel,256,Sales,10,Medical,1329,Male,Sales Executive,2,Single,22074,No,13,3,3,19,11
570,36-45,No,Travel_Frequently,1018,Sales,1,Marketing,1349,Female,Sales Executive,1,Divorced,4297,No,17,3,3,9,1
571,36-45,No,Travel_Frequently,1200,Research & Development,22,Life Sciences,1392,Female,Research Scientist,4,Divorced,13953,Yes,14,3,2,6,3
572,36-45,No,Travel_Rarely,1283,Research & Development,5,Medical,1448,Male,Research Scientist,3,Married,5561,Yes,12,3,2,4,0
573,36-45,No,Travel_Rarely,1206,Sales,23,Life Sciences,1678,Male,Sales Executive,3,Single,11591,Yes,16,3,3,2,0
574,36-45,No,Travel_Rarely,918,Sales,6,Marketing,1708,Male,Sales Executive,3,Single,15869,No,12,3,3,10,8
