Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
25797,89,-4,5,Clothing,Saree,Credit Card
25797,976,293,4,Electronics,Accessories,COD
25798,448,148,2,Electronics,Printers,COD
25798,61,-50,4,Clothing,Hankerchief,COD
25798,47,-3,2,Clothing,Stole,COD
25798,379,63,2,Clothing,Saree,COD
25798,38,-13,3,Clothing,Stole,Credit Card
25798,2830,-1981,13,Furniture,Bookcases,EMI
25799,45,-15,2,Furniture,Chairs,COD
25799,205,-119,3,Clothing,Saree,Debit Card
25799,70,-64,5,Clothing,Stole,UPI
25799,47,-27,4,Clothing,Saree,EMI
25800,45,12,7,Clothing,Hankerchief,UPI
25800,122,-66,9,Electronics,Accessories,COD
25800,21,-6,3,Clothing,Leggings,COD
25801,15,-2,1,Clothing,T-shirt,Debit Card
25801,21,-10,4,Clothing,Leggings,COD
25801,64,6,4,Clothing,Saree,COD
25801,49,-31,2,Clothing,Stole,COD
25802,25,-7,5,Clothing,Saree,UPI
25802,95,5,2,Clothing,Stole,COD
25802,633,-633,11,Electronics,Accessories,UPI
25802,23,-3,1,Clothing,Shirt,COD
25802,13,-9,2,Clothing,Skirt,COD
25803,765,8,6,Clothing,Saree,EMI
25803,757,371,2,Electronics,Printers,Credit Card
25803,536,91,1,Clothing,Trousers,COD
25803,269,91,1,Electronics,Electronic Games,COD
25803,137,5,5,Clothing,Shirt,COD
25803,185,48,4,Clothing,Stole,Credit Card
25803,106,12,3,Clothing,Trousers,Credit Card
25803,511,194,3,Furniture,Chairs,UPI
25804,156,36,5,Clothing,T-shirt,EMI
25804,321,26,3,Electronics,Printers,Debit Card
25805,112,15,2,Furniture,Chairs,COD
25806,632,-114,4,Furniture,Tables,UPI
25807,16,6,1,Clothing,Stole,COD
25808,63,-17,6,Clothing,Leggings,COD
25808,210,-50,4,Clothing,Hankerchief,Credit Card
25808,146,-63,3,Electronics,Electronic Games,Debit Card
25808,59,21,2,Clothing,Stole,UPI
25809,53,24,1,Clothing,Hankerchief,Debit Card
25809,154,54,3,Clothing,Hankerchief,COD
25810,1120,199,6,Clothing,Saree,EMI
25810,29,8,5,Clothing,Hankerchief,UPI
25810,307,74,3,Electronics,Accessories,EMI
25810,92,42,2,Clothing,Stole,COD
25810,45,6,3,Clothing,Shirt,COD
25810,26,10,4,Clothing,Hankerchief,UPI
25811,126,52,4,Clothing,Hankerchief,UPI
25812,259,47,5,Clothing,Hankerchief,UPI
25813,911,202,7,Furniture,Chairs,COD
25814,118,35,7,Clothing,T-shirt,EMI
25814,462,169,4,Clothing,Saree,COD
25815,35,14,2,Clothing,Stole,Credit Card
25816,391,113,8,Clothing,Stole,COD
25817,743,89,5,Electronics,Printers,UPI
25818,32,11,2,Clothing,Leggings,UPI
25818,36,0,4,Clothing,Kurti,COD
25818,28,14,4,Clothing,Hankerchief,COD
25818,75,28,9,Clothing,Hankerchief,UPI
25818,94,20,2,Furniture,Furnishings,UPI
25819,417,49,3,Electronics,Electronic Games,COD
25820,119,1,1,Furniture,Chairs,COD
25821,17,0,1,Clothing,Hankerchief,COD
25821,125,0,3,Electronics,Accessories,COD
25821,60,21,4,Clothing,Stole,COD
25822,34,13,2,Clothing,Saree,COD
25823,59,6,1,Electronics,Accessories,UPI
25823,103,50,2,Furniture,Furnishings,UPI
25823,104,2,2,Furniture,Furnishings,COD
25823,2103,322,8,Electronics,Electronic Games,UPI
25824,101,38,2,Furniture,Furnishings,COD
25825,140,6,5,Clothing,Saree,COD
25825,115,25,6,Clothing,Stole,COD
25825,911,355,5,Electronics,Phones,Debit Card
25826,637,261,2,Electronics,Printers,COD
25827,156,21,3,Furniture,Chairs,COD
25828,537,107,3,Clothing,Saree,COD
25828,222,35,5,Clothing,Saree,Credit Card
25828,128,-3,3,Clothing,Saree,Debit Card
25828,15,2,1,Clothing,Leggings,COD
25829,345,38,7,Clothing,Hankerchief,Debit Card
25830,1954,782,3,Electronics,Phones,Credit Card
25830,93,15,2,Electronics,Accessories,COD
25830,71,0,8,Clothing,Skirt,COD
25830,54,1,2,Clothing,Saree,UPI
25830,41,11,6,Clothing,Hankerchief,COD
25830,1063,64,7,Electronics,Phones,EMI
25831,693,254,6,Clothing,Saree,COD
25832,504,116,3,Furniture,Bookcases,COD
25833,64,27,5,Clothing,Hankerchief,UPI
25833,45,16,3,Clothing,Stole,COD
25833,36,4,9,Clothing,Hankerchief,COD
25834,16,5,1,Clothing,Stole,UPI
25835,52,11,5,Clothing,Leggings,COD
25835,27,2,2,Clothing,Leggings,UPI
25835,155,26,3,Clothing,Stole,EMI
25836,1298,65,9,Electronics,Printers,EMI
25837,263,50,5,Clothing,Stole,COD
25838,161,40,3,Clothing,Stole,COD
25838,81,19,7,Clothing,Hankerchief,COD
25838,70,26,5,Clothing,Hankerchief,COD
25838,955,305,3,Electronics,Printers,Debit Card
25839,1250,486,7,Clothing,Saree,EMI
25840,298,74,2,Furniture,Bookcases,COD
25840,262,64,6,Clothing,Saree,EMI
25840,246,61,2,Furniture,Bookcases,Credit Card
25841,22,11,2,Clothing,Skirt,Credit Card
25842,1543,370,8,Electronics,Printers,Credit Card
25843,18,6,3,Clothing,Hankerchief,UPI
25843,45,0,2,Clothing,Stole,UPI
25843,214,30,3,Electronics,Accessories,COD
25843,50,7,6,Clothing,Skirt,COD
25843,255,74,5,Clothing,Hankerchief,COD
25844,86,8,2,Clothing,Saree,Debit Card
25845,82,-33,4,Clothing,Kurti,COD
25845,757,371,2,Electronics,Printers,Credit Card
25845,274,-7,4,Electronics,Phones,COD
25845,132,54,5,Clothing,Stole,COD
25846,94,7,7,Clothing,Leggings,UPI
25847,643,225,2,Electronics,Printers,COD
25847,264,71,10,Furniture,Furnishings,Debit Card
25848,648,50,6,Electronics,Electronic Games,Credit Card
25848,147,21,3,Furniture,Furnishings,Debit Card
25848,16,8,2,Clothing,Hankerchief,COD
25849,336,123,3,Electronics,Phones,UPI
25850,916,192,11,Electronics,Phones,COD
25850,93,-1,2,Clothing,Hankerchief,COD
25850,24,1,4,Clothing,Hankerchief,COD
25850,485,199,4,Clothing,Saree,EMI
25850,45,1,3,Clothing,T-shirt,Debit Card
25850,148,24,3,Clothing,Stole,COD
25850,52,18,5,Clothing,Leggings,Debit Card
25850,117,36,2,Clothing,Trousers,Debit Card
25850,513,215,2,Electronics,Accessories,COD
25851,135,-54,5,Clothing,Kurti,COD
25851,336,71,3,Furniture,Bookcases,COD
25851,90,29,5,Clothing,T-shirt,COD
25851,62,1,3,Clothing,Saree,COD
25851,57,27,2,Clothing,T-shirt,COD
25851,237,47,9,Clothing,T-shirt,UPI
25851,300,42,2,Electronics,Printers,COD
25851,53,24,6,Clothing,Hankerchief,EMI
25851,103,46,2,Clothing,Saree,UPI
25851,10,2,2,Clothing,Hankerchief,COD
25852,869,67,4,Furniture,Tables,COD
25852,24,1,2,Clothing,Hankerchief,COD
25852,105,-33,5,Clothing,Kurti,COD
25852,97,17,2,Clothing,Stole,Credit Card
25852,45,12,4,Clothing,Hankerchief,COD
25852,320,144,1,Electronics,Printers,Debit Card
25852,50,16,1,Clothing,Stole,EMI
25853,2093,721,5,Furniture,Chairs,Credit Card
25853,39,16,6,Clothing,Skirt,UPI
25853,199,48,4,Clothing,Stole,UPI
25853,26,11,2,Clothing,Hankerchief,UPI
25853,30,14,3,Clothing,Hankerchief,UPI
25853,128,4,3,Clothing,Saree,COD
25853,95,11,4,Furniture,Furnishings,COD
25853,199,6,2,Clothing,Saree,UPI
25853,579,139,3,Electronics,Printers,Debit Card
25854,381,144,2,Clothing,Saree,COD
25854,53,-2,3,Clothing,Saree,Debit Card
25854,149,48,6,Clothing,Stole,COD
25854,76,19,3,Clothing,Hankerchief,COD
25854,88,16,4,Clothing,Stole,Credit Card
25854,342,-154,7,Furniture,Furnishings,Debit Card
25854,40,16,3,Clothing,Hankerchief,COD
25854,436,131,9,Clothing,Hankerchief,UPI
25855,829,19,4,Electronics,Printers,Credit Card
25855,90,17,3,Clothing,Hankerchief,COD
25855,98,12,2,Clothing,Hankerchief,Credit Card
25855,197,73,1,Furniture,Bookcases,COD
25855,61,30,2,Clothing,Hankerchief,UPI
25855,442,31,2,Electronics,Electronic Games,UPI
25855,550,-242,5,Furniture,Furnishings,UPI
25855,1319,567,5,Electronics,Printers,COD
25855,1027,441,8,Clothing,Saree,COD
25856,257,3,2,Clothing,Saree,COD
25856,10,2,2,Clothing,Skirt,COD
25856,48,6,1,Clothing,Saree,COD
25856,74,29,3,Clothing,Stole,EMI
25856,689,90,5,Clothing,Saree,COD
25857,324,39,8,Electronics,Accessories,Credit Card
25857,227,59,2,Furniture,Furnishings,UPI
25857,598,166,4,Furniture,Bookcases,UPI
25858,29,11,4,Clothing,Skirt,COD
25858,245,30,2,Clothing,Saree,COD
25858,223,27,2,Furniture,Bookcases,COD
25858,219,0,1,Clothing,Saree,COD
25858,294,109,7,Electronics,Accessories,EMI
25858,82,13,2,Clothing,Shirt,COD
25858,27,5,2,Clothing,Skirt,COD
25858,22,8,3,Clothing,Hankerchief,COD
25858,2457,665,11,Electronics,Electronic Games,EMI
25859,724,253,2,Furniture,Bookcases,UPI
25860,112,24,3,Clothing,Kurti,COD
25861,44,14,3,Clothing,Hankerchief,Debit Card
25861,216,-83,3,Electronics,Electronic Games,COD
25861,56,18,2,Clothing,Hankerchief,UPI
25861,62,6,5,Clothing,Hankerchief,COD
25861,128,4,3,Clothing,Saree,COD
25861,50,3,2,Clothing,Stole,EMI
25862,121,41,4,Clothing,Stole,EMI
25862,80,3,3,Clothing,Stole,EMI
25862,2061,701,5,Furniture,Bookcases,UPI
25863,189,87,7,Clothing,Stole,COD
25864,100,6,4,Clothing,Stole,COD
25864,27,9,2,Clothing,Hankerchief,COD
25864,22,8,2,Clothing,Leggings,COD
25864,17,5,1,Clothing,Hankerchief,UPI
25865,85,-1,3,Clothing,Saree,Credit Card
25866,51,14,2,Clothing,Stole,COD
25867,240,12,6,Clothing,Kurti,UPI
25867,31,14,3,Clothing,Stole,UPI
25867,163,26,4,Clothing,Shirt,COD
25868,1118,206,2,Furniture,Tables,Credit Card
25868,170,73,2,Electronics,Accessories,UPI
25868,62,-1,1,Electronics,Phones,UPI
25869,86,9,3,Clothing,Saree,COD
25870,845,84,7,Clothing,Saree,Credit Card
25870,10,4,1,Clothing,Kurti,UPI
25870,57,7,3,Furniture,Furnishings,COD
25870,473,-113,9,Clothing,Hankerchief,UPI
25871,118,25,4,Clothing,Hankerchief,Credit Card
25872,57,27,2,Clothing,Shirt,COD
25873,42,12,2,Clothing,Kurti,COD
25873,1275,357,2,Electronics,Phones,UPI
25873,66,12,3,Clothing,Stole,COD
25873,367,73,3,Electronics,Electronic Games,UPI
25873,7,1,1,Clothing,Hankerchief,COD
25874,124,54,5,Clothing,T-shirt,COD
25875,248,8,2,Clothing,Saree,Credit Card
25876,282,14,4,Clothing,Trousers,Debit Card
25877,24,8,2,Clothing,Skirt,Debit Card
25877,269,33,5,Furniture,Chairs,Debit Card
25877,1137,568,2,Clothing,Trousers,EMI
25878,741,267,5,Furniture,Bookcases,COD
25878,719,303,6,Furniture,Chairs,COD
25878,165,46,3,Furniture,Furnishings,COD
25878,46,0,4,Clothing,Leggings,COD
25878,140,15,5,Clothing,Stole,UPI
25878,84,41,3,Clothing,T-shirt,Credit Card
25879,57,-28,2,Clothing,Kurti,COD
25880,108,37,2,Clothing,Stole,Credit Card
25881,2244,247,4,Clothing,Trousers,Credit Card
25881,37,3,3,Clothing,Hankerchief,COD
25881,36,7,3,Clothing,Leggings,Debit Card
25881,26,9,2,Clothing,Leggings,COD
25881,1351,111,6,Electronics,Electronic Games,COD
25881,2115,23,5,Furniture,Chairs,COD
25882,121,19,4,Clothing,Stole,COD
25883,16,-15,4,Clothing,Hankerchief,UPI
25883,127,29,3,Furniture,Furnishings,COD
25883,105,-26,8,Clothing,Leggings,Credit Card
25883,146,42,5,Clothing,Hankerchief,UPI
25883,10,-2,2,Clothing,Leggings,COD
25884,24,2,4,Clothing,Hankerchief,COD
25885,734,248,2,Furniture,Chairs,COD
25885,349,0,7,Clothing,Stole,Credit Card
25885,94,27,2,Clothing,Shirt,Credit Card
25885,394,146,2,Furniture,Bookcases,UPI
25886,502,84,4,Electronics,Phones,COD
25886,89,17,2,Clothing,Stole,UPI
25886,107,37,3,Clothing,Shirt,COD
25886,63,1,4,Clothing,T-shirt,COD
25887,2125,-234,6,Electronics,Printers,EMI
25887,83,6,6,Clothing,Shirt,EMI
25888,646,-213,3,Electronics,Electronic Games,COD
25888,223,4,3,Electronics,Phones,COD
25888,18,2,3,Clothing,Hankerchief,Credit Card
25889,114,11,4,Clothing,T-shirt,Debit Card
25889,119,-43,7,Clothing,Kurti,Credit Card
25889,31,10,1,Clothing,Kurti,COD
25890,465,207,9,Clothing,Saree,COD
25891,121,41,4,Clothing,Stole,UPI
25891,97,36,7,Clothing,Hankerchief,UPI
25891,25,2,2,Clothing,Hankerchief,UPI
25892,139,30,3,Clothing,Shirt,UPI
25893,61,11,3,Clothing,Kurti,COD
25893,355,-114,7,Clothing,Stole,Credit Card
25893,83,12,3,Clothing,Stole,UPI
25893,149,15,3,Clothing,Saree,EMI
25893,372,59,3,Electronics,Printers,UPI
25893,223,62,7,Clothing,Shirt,COD
25893,688,-103,6,Electronics,Accessories,Debit Card
25894,1246,62,3,Furniture,Bookcases,EMI
25895,388,93,2,Furniture,Bookcases,COD
25896,31,-11,3,Clothing,Skirt,UPI
25896,287,-66,6,Clothing,Kurti,COD
25896,190,68,8,Clothing,T-shirt,Credit Card
25896,103,36,2,Clothing,Hankerchief,COD
25896,79,-2,2,Furniture,Furnishings,EMI
25896,42,7,2,Clothing,Kurti,COD
25896,23,4,2,Clothing,Skirt,COD
25897,734,213,6,Electronics,Electronic Games,Credit Card
25897,24,11,5,Clothing,Hankerchief,Debit Card
25897,43,5,3,Clothing,Stole,COD
25897,33,10,3,Clothing,Hankerchief,COD
25898,857,-274,2,Furniture,Tables,COD
25898,33,13,3,Clothing,Leggings,UPI
25898,171,2,2,Electronics,Electronic Games,COD
25898,147,73,3,Clothing,Stole,UPI
25898,53,5,3,Clothing,T-shirt,COD
25898,499,33,4,Clothing,Saree,COD
25898,191,93,4,Clothing,Shirt,UPI
25898,915,-99,3,Furniture,Tables,Debit Card
25899,22,9,2,Clothing,Leggings,Debit Card
25899,43,17,1,Clothing,Saree,COD
25899,28,6,4,Clothing,Skirt,COD
25899,846,9,2,Furniture,Chairs,Debit Card
25900,15,2,1,Clothing,Leggings,Debit Card
25900,210,62,2,Electronics,Phones,COD
25900,140,68,5,Clothing,T-shirt,COD
25901,159,2,3,Furniture,Furnishings,EMI
25901,90,27,2,Clothing,T-shirt,COD
25901,61,28,2,Clothing,Hankerchief,UPI
25901,158,38,3,Clothing,Hankerchief,UPI
25902,268,6,2,Furniture,Bookcases,UPI
25902,79,6,7,Clothing,Saree,COD
25902,154,26,4,Electronics,Accessories,COD
25902,1700,85,3,Clothing,Trousers,COD
25902,802,120,7,Electronics,Accessories,COD
25903,19,8,2,Clothing,Hankerchief,Debit Card
25903,25,11,3,Clothing,Leggings,Debit Card
25903,455,77,8,Electronics,Accessories,COD
25903,336,57,2,Electronics,Phones,COD
25903,37,17,3,Clothing,Hankerchief,Debit Card
25903,74,33,2,Clothing,Shirt,Debit Card
25903,60,-10,2,Furniture,Furnishings,COD
25903,204,-94,4,Clothing,Hankerchief,EMI
25904,83,12,2,Furniture,Chairs,COD
25904,871,131,2,Furniture,Bookcases,UPI
25905,152,50,6,Clothing,Stole,UPI
25906,78,27,3,Clothing,Stole,COD
25907,30,11,5,Clothing,Hankerchief,COD
25908,179,-25,5,Clothing,Kurti,COD
25909,1622,-448,3,Electronics,Phones,EMI
25909,108,22,3,Electronics,Accessories,COD
25909,323,122,5,Electronics,Phones,UPI
25909,168,56,3,Clothing,Saree,COD
25909,12,2,2,Clothing,Skirt,Credit Card
25910,1622,-624,5,Furniture,Tables,Credit Card
25910,259,47,5,Clothing,Hankerchief,Credit Card
25910,685,7,7,Clothing,Trousers,UPI
25910,125,15,5,Clothing,Shirt,EMI
25910,33,1,2,Clothing,Shirt,COD
25910,850,-289,5,Electronics,Electronic Games,COD
25911,40,15,1,Clothing,Kurti,COD
25912,102,11,6,Clothing,T-shirt,COD
25913,103,21,7,Clothing,Stole,UPI
25914,125,22,3,Clothing,Stole,EMI
25914,460,-143,3,Furniture,Chairs,Debit Card
25915,277,3,1,Electronics,Electronic Games,COD
25916,80,-26,9,Clothing,Skirt,EMI
25917,100,12,2,Clothing,T-shirt,UPI
25918,244,-122,5,Furniture,Furnishings,COD
25919,110,12,7,Clothing,Stole,Debit Card
25919,1599,37,6,Electronics,Electronic Games,UPI
25919,28,4,1,Clothing,T-shirt,COD
25919,636,-204,2,Electronics,Printers,Debit Card
25919,977,-244,7,Electronics,Phones,COD
25920,100,7,2,Clothing,T-shirt,UPI
25921,84,-42,2,Electronics,Accessories,COD
25921,170,19,5,Clothing,T-shirt,UPI
25921,71,-44,5,Electronics,Accessories,UPI
25922,52,18,2,Clothing,Stole,COD
25923,3873,-891,6,Electronics,Phones,Credit Card
25923,253,-11,1,Clothing,Trousers,Debit Card
25923,226,58,3,Electronics,Accessories,COD
25923,484,28,3,Electronics,Printers,Debit Card
25924,148,54,2,Furniture,Chairs,UPI
25925,27,12,1,Clothing,Stole,Debit Card
25925,314,-41,3,Electronics,Electronic Games,Credit Card
25925,1228,14,3,Furniture,Chairs,UPI
25926,57,6,5,Clothing,Leggings,Debit Card
25927,200,7,4,Electronics,Electronic Games,Credit Card
25928,122,15,3,Electronics,Accessories,EMI
25928,25,10,1,Furniture,Furnishings,UPI
25929,1308,536,3,Furniture,Bookcases,Credit Card
25929,216,-135,3,Furniture,Chairs,Credit Card
25929,154,-85,3,Furniture,Chairs,EMI
25930,595,119,4,Furniture,Bookcases,COD
25930,151,29,5,Clothing,Hankerchief,EMI
25930,202,89,9,Clothing,T-shirt,EMI
25930,58,17,2,Clothing,Hankerchief,COD
25930,40,13,3,Clothing,T-shirt,COD
25930,351,-94,5,Electronics,Electronic Games,COD
25931,73,-36,3,Furniture,Chairs,UPI
25932,71,-14,4,Furniture,Furnishings,COD
25933,412,412,6,Clothing,Saree,COD
25933,207,-100,2,Clothing,Saree,UPI
25933,81,-44,3,Clothing,Stole,COD
25934,105,33,6,Clothing,Saree,EMI
25935,1657,460,4,Furniture,Chairs,Credit Card
25935,162,20,3,Furniture,Chairs,EMI
25935,150,32,3,Clothing,Hankerchief,COD
25936,61,25,4,Clothing,Saree,UPI
25937,1101,352,3,Furniture,Bookcases,UPI
25938,61,1,2,Furniture,Furnishings,COD
25938,59,25,3,Clothing,Stole,COD
25939,136,41,3,Electronics,Accessories,UPI
25939,61,18,2,Electronics,Accessories,COD
25939,469,33,4,Electronics,Electronic Games,Debit Card
25940,13,3,2,Clothing,Hankerchief,COD
25940,55,4,2,Clothing,Stole,COD
25940,46,0,4,Clothing,Leggings,COD
25941,177,41,4,Clothing,Shirt,Debit Card
25942,646,-23,2,Electronics,Printers,Credit Card
25943,1547,340,6,Electronics,Accessories,EMI
25943,48,20,4,Clothing,Stole,UPI
25943,137,38,5,Clothing,Hankerchief,Debit Card
25943,149,15,3,Clothing,Saree,Debit Card
25943,26,7,4,Clothing,Hankerchief,COD
25944,169,38,3,Clothing,Saree,Debit Card
25945,765,-36,3,Electronics,Electronic Games,COD
25945,63,14,2,Clothing,Shirt,COD
25945,60,3,3,Clothing,Saree,UPI
25945,245,10,2,Furniture,Bookcases,COD
25946,146,7,2,Electronics,Phones,Debit Card
25947,290,35,6,Clothing,Hankerchief,COD
25947,207,33,2,Electronics,Accessories,UPI
25948,152,23,3,Furniture,Furnishings,COD
25949,151,9,3,Clothing,Hankerchief,EMI
25949,140,57,2,Clothing,Trousers,Debit Card
25949,24,11,3,Clothing,Hankerchief,COD
25950,1622,95,5,Electronics,Printers,Credit Card
25950,644,167,2,Electronics,Printers,COD
25950,136,-33,5,Clothing,Saree,COD
25950,261,13,6,Clothing,Shirt,Credit Card
25950,190,19,9,Furniture,Furnishings,Credit Card
25950,133,5,5,Clothing,Stole,UPI
25950,158,-29,10,Clothing,Hankerchief,EMI
25950,54,27,2,Clothing,Stole,COD
25950,13,4,1,Clothing,Leggings,UPI
25951,742,198,2,Furniture,Bookcases,Credit Card
25951,250,100,3,Clothing,Trousers,COD
25951,89,29,2,Clothing,Stole,UPI
25951,120,23,5,Clothing,Stole,COD
25951,111,11,9,Clothing,Hankerchief,Credit Card
25951,102,13,2,Clothing,Stole,Credit Card
25951,248,105,2,Electronics,Phones,Debit Card
25951,50,14,1,Electronics,Electronic Games,COD
25951,40,18,1,Electronics,Accessories,Credit Card
25951,30,5,2,Clothing,Kurti,UPI
25952,14,0,4,Clothing,Hankerchief,UPI
25952,173,69,3,Furniture,Chairs,COD
25952,147,48,3,Clothing,Saree,COD
25952,87,-32,9,Clothing,Skirt,COD
25952,44,14,3,Clothing,Hankerchief,COD
25952,352,18,5,Clothing,Trousers,Debit Card
25952,935,114,4,Electronics,Electronic Games,UPI
25953,744,119,6,Electronics,Printers,COD
25953,67,20,4,Clothing,T-shirt,UPI
25953,81,41,3,Clothing,Stole,Debit Card
25953,188,-193,2,Electronics,Electronic Games,Credit Card
25953,116,22,1,Electronics,Accessories,Credit Card
25953,87,36,5,Clothing,Stole,Credit Card
25953,44,2,3,Clothing,Hankerchief,COD
25953,22,-8,4,Clothing,Hankerchief,Credit Card
25953,1218,352,9,Furniture,Bookcases,EMI
25954,27,0,2,Clothing,Leggings,COD
25954,148,9,1,Electronics,Electronic Games,UPI
25954,146,66,1,Electronics,Phones,UPI
25954,891,0,5,Clothing,Saree,COD
25954,189,60,4,Furniture,Furnishings,Debit Card
25954,48,11,2,Clothing,Shirt,COD
25954,44,10,3,Clothing,Stole,COD
25954,524,-25,2,Electronics,Electronic Games,Debit Card
25955,2927,146,8,Furniture,Bookcases,EMI
25955,39,2,2,Clothing,Saree,Debit Card
25955,54,14,3,Clothing,T-shirt,UPI
25955,294,62,9,Clothing,T-shirt,EMI
25955,110,20,5,Clothing,Stole,Debit Card
25955,200,13,5,Electronics,Phones,COD
25955,45,8,4,Clothing,Skirt,EMI
25955,954,95,3,Electronics,Printers,UPI
25955,1716,309,7,Electronics,Accessories,COD
25956,89,-37,4,Clothing,Shirt,COD
25956,59,10,2,Clothing,Hankerchief,COD
25956,140,28,2,Electronics,Phones,COD
25956,474,56,4,Electronics,Phones,Debit Card
25956,33,10,3,Clothing,Hankerchief,COD
25957,147,73,3,Clothing,Stole,COD
25957,1157,-13,9,Furniture,Bookcases,Credit Card
25957,209,2,1,Clothing,Saree,COD
25958,105,25,2,Clothing,Hankerchief,EMI
25958,360,32,3,Clothing,Saree,UPI
25959,681,259,4,Furniture,Chairs,COD
25959,23,8,2,Clothing,Hankerchief,Debit Card
25959,32,2,2,Clothing,Kurti,UPI
25959,132,49,3,Clothing,Shirt,COD
25959,252,56,2,Electronics,Phones,UPI
25959,82,24,6,Clothing,Hankerchief,EMI
25959,429,17,3,Furniture,Chairs,UPI
25959,637,212,8,Electronics,Phones,Debit Card
25960,171,-140,2,Furniture,Bookcases,EMI
25961,446,53,3,Electronics,Printers,COD
25961,366,84,3,Furniture,Bookcases,COD
25961,48,16,3,Clothing,Shirt,COD
25961,34,-10,3,Clothing,Skirt,COD
25961,34,-12,5,Clothing,Leggings,COD
25961,26,3,3,Clothing,Skirt,UPI
25962,544,-152,3,Furniture,Bookcases,COD
25962,312,62,1,Electronics,Electronic Games,COD
25962,260,68,2,Electronics,Printers,COD
25963,53,8,3,Furniture,Furnishings,UPI
25964,346,108,3,Furniture,Chairs,COD
25964,199,0,4,Clothing,Stole,EMI
25964,89,6,5,Clothing,Saree,COD
25964,1270,546,11,Electronics,Electronic Games,EMI
25965,17,7,3,Clothing,Hankerchief,Debit Card
25966,510,234,6,Electronics,Electronic Games,EMI
25967,17,2,2,Clothing,Skirt,Debit Card
25967,119,-24,4,Furniture,Furnishings,COD
25967,229,59,9,Clothing,Saree,Debit Card
25968,811,154,7,Electronics,Accessories,UPI
25969,171,17,6,Clothing,T-shirt,UPI
25969,720,43,2,Electronics,Printers,UPI
25969,2452,191,7,Furniture,Bookcases,UPI
25970,742,198,2,Furniture,Bookcases,COD
25970,365,107,3,Electronics,Phones,COD
25970,111,9,4,Clothing,Stole,COD
25970,203,84,2,Electronics,Printers,UPI
25971,244,83,2,Furniture,Bookcases,COD
25972,115,47,2,Electronics,Accessories,COD
25973,398,111,8,Clothing,Hankerchief,COD
25973,79,39,2,Clothing,Shirt,Debit Card
25973,39,14,5,Clothing,Leggings,COD
25973,571,108,12,Clothing,Stole,Debit Card
25973,4141,1698,13,Electronics,Printers,COD
25974,662,240,2,Furniture,Bookcases,COD
25975,29,2,3,Clothing,Skirt,COD
25976,193,8,4,Clothing,T-shirt,UPI
25977,27,1,1,Clothing,Stole,UPI
25977,74,29,3,Clothing,Stole,COD
25977,180,54,4,Clothing,T-shirt,Credit Card
25978,341,160,7,Clothing,Stole,Debit Card
25978,1063,-175,4,Electronics,Electronic Games,EMI
25979,284,45,2,Furniture,Bookcases,EMI
25979,82,-27,3,Clothing,Kurti,EMI
25979,57,27,2,Clothing,Shirt,UPI
25979,560,44,3,Clothing,Saree,Debit Card
25979,12,1,2,Clothing,Hankerchief,COD
25980,22,11,3,Clothing,Kurti,COD
25981,867,251,5,Electronics,Phones,COD
25981,54,12,3,Clothing,Saree,Debit Card
25981,62,8,2,Clothing,T-shirt,UPI
25981,48,2,3,Clothing,Stole,COD
25981,245,91,2,Furniture,Bookcases,UPI
25981,42,13,3,Clothing,Leggings,COD
25982,13,3,1,Clothing,Leggings,COD
25983,561,118,5,Furniture,Bookcases,Credit Card
25983,161,-229,8,Furniture,Furnishings,COD
25983,230,5,2,Clothing,Saree,UPI
25983,50,-4,6,Clothing,T-shirt,EMI
25983,32,-12,1,Furniture,Chairs,Credit Card
25984,304,97,6,Clothing,Stole,UPI
25985,32,8,5,Clothing,Hankerchief,UPI
25985,197,20,4,Clothing,Kurti,Credit Card
25985,108,26,4,Clothing,Shirt,UPI
25985,44,11,4,Clothing,Stole,COD
25986,749,-307,7,Furniture,Furnishings,COD
25986,71,4,5,Clothing,Leggings,Debit Card
25986,487,-23,3,Electronics,Printers,Debit Card
25986,918,22,9,Electronics,Electronic Games,COD
25987,299,0,6,Clothing,Stole,COD
25987,88,11,7,Clothing,Hankerchief,UPI
25988,79,-124,9,Clothing,Skirt,COD
25989,42,15,1,Electronics,Accessories,UPI
25989,330,81,1,Furniture,Bookcases,Credit Card
25989,338,41,7,Clothing,Hankerchief,UPI
25989,44,14,3,Clothing,Hankerchief,Credit Card
25989,10,5,1,Clothing,Stole,COD
25990,71,32,3,Clothing,Saree,Debit Card
25991,13,5,2,Clothing,Hankerchief,UPI
25991,188,13,7,Clothing,Shirt,COD
25991,90,30,2,Furniture,Chairs,UPI
25992,141,41,3,Clothing,Shirt,UPI
25993,610,208,3,Electronics,Printers,COD
25993,414,199,3,Electronics,Phones,COD
25993,44,8,2,Clothing,Stole,COD
25993,173,86,1,Electronics,Printers,Debit Card
25993,221,26,7,Furniture,Furnishings,COD
25993,201,32,4,Furniture,Furnishings,UPI
25993,4363,305,5,Furniture,Tables,EMI
25994,196,-7,5,Electronics,Phones,COD
25995,1314,342,3,Furniture,Bookcases,Credit Card
25996,31,2,2,Clothing,Hankerchief,COD
25996,333,50,2,Electronics,Phones,COD
25996,62,6,6,Clothing,Skirt,COD
25996,189,4,1,Clothing,Saree,UPI
25996,47,1,2,Clothing,Stole,COD
25996,286,140,6,Clothing,Shirt,Debit Card
